StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent2_1,Consent2_2,Consent2_3,Eligibility2,Eligibility3,TestTrat,C_Min+58,C_Min+58_3_TEXT,T1_Min+58Slider,T1_Min+58Slider_6_TEXT,T2_Min+SB,T2_Min+SB_3_TEXT,T3_Min+SBSlider,T3_Min+SBSlider_6_TEXT,S1_1,ITP246_1,ITP246_2,ITP201,ITP180,ITP170,ITP165,ITP175,ITP190,ITP195,ITP185,ITP223,ITP212,ITP206,ITP217,ITP234,ITP228,ITP240,ITP296,ITP323,ITP309,ITP316,ITP303,ITP336,ITP343,ITP329,ITP270,ITP258,ITP252,ITP264,ITP283,ITP277,ITP290,FL1,FL2,FL3,DebtAversion1_1,DebtAversion1_2,DebtAversion1_3,Demographics1,Free1,ticket,s,g,balance,min,testing,sliderValue,sliderCount1,sliderCount2,sliderCount3,sliderCount4,sliderCount5,sliderCount6,sliderCount7,sliderCount8,sliderCount9,condition
2024-01-23 12:10:25,2024-01-23 12:16:55,IP Address,70.178.119.195,100,390,True,2024-01-23 12:16:55,R_12vxXgM1jSGVunv,,,,,36.2598,-94.472,anonymous,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,,,,,,,Other amount ($),50.00,Neither confident nor unconfident,In 12 months,,In 12 months,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,,,,,,,,Don’t know,Less than today,Don’t know,Disagree,Disagree,Somewhat agree,High school graduate,how much i could afford to pay.,21453475c3094815_974c89b6d4f93819_60abfdf2cdd04109_5012e1fb5af36fbc15d1a7cab7f8bede,2,3,1678,34,off,291,2,1,1,1,1,1,1,1,1,treat3
2024-01-23 12:12:55,2024-01-23 12:17:06,IP Address,96.252.120.43,100,250,True,2024-01-23 12:17:07,R_6VFmZT64mVv8h0J,,,,,41.9137,-70.6393,anonymous,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,,,,,,,Statement balance,,Very confident,In 12 months,,In 12 months,Today,,,,Today,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,Don’t know,Somewhat agree,Somewhat disagree,Agree,Some college but no degree,"personal experience ",c9761347c17c1365_974c89b6d4f93819_60abfdf2cdd04109_e07eb1ccf1cfbb374a8e396d936dc7c2,1,6,1678,34,off,1678,0,0,0,0,0,0,0,0,0,treat3
2024-01-23 12:10:40,2024-01-23 12:17:23,IP Address,172.220.29.69,100,403,True,2024-01-23 12:17:24,R_6k7gNyRVQxTYXzI,,,,,42.6713,-89.007,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,"More than a month ago, but less than 6 months",,,,Statement balance,,,,,,Very confident,Today,,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,More than $102,Less than today,False,Disagree,Neither agree nor disagree,Strongly agree,"Advanced degree (Master's degree, professional degree, or doctoral degree)",How much money I have,c78b2126fbdf3093_974c89b6d4f93819_60abfdf2cdd04109_ae2ec8fc3a950429a3d421e19af2ba8f,1,3,1678,34,off,58,0,0,0,0,0,0,0,0,0,treat1
2024-01-23 12:03:07,2024-01-23 12:17:42,IP Address,145.224.26.37,100,874,True,2024-01-23 12:17:42,R_5bc9OFTn0CdQqtz,,,,,34.1779,-101.7385,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,"More than a month ago, but less than 6 months",,,,,,,,Statement balance,,Very confident,Today,,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,More than $102,Less than today,False,Somewhat agree,Somewhat disagree,Somewhat agree,Some college but no degree,how long will it last and is it worth the money over time,5ca9795ab9f33447_974c89b6d4f93819_60abfdf2cdd04109_d1f4e187862f8ce8b3a3176757705006,1,4,1678,34,off,1381,0,0,0,0,0,0,0,0,1,treat3
2024-01-23 12:13:08,2024-01-23 12:17:58,IP Address,69.174.188.203,100,290,True,2024-01-23 12:17:59,R_7bUCwKMe9Y6AsLY,,,,,42.6932,-85.4759,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,Statement balance,,,,,,Extremely confident,Don't know / Refuse to answer,Don't know / Refuse to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don’t know,Don’t know,False,Disagree,Somewhat disagree,Strongly agree,Some college but no degree,I always pay the total balance off each month on all my charge cards so it doesn't matter to me what the interest would amount to.  It doesn't apply to me.,0a45029f51596acd_974c89b6d4f93819_60abfdf2cdd04109_36b0722348128e2b21d9e441b6f55eab,2,4,1678,34,off,58,0,0,0,0,0,0,0,0,0,treat1
2024-01-23 12:09:58,2024-01-23 12:19:01,IP Address,184.101.122.153,100,543,True,2024-01-23 12:19:02,R_1tzuMKXxRBvVUqd,,,,,33.1922,-111.5318,anonymous,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,,,,,Statement balance,,,,Extremely confident,In 12 months,,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Exactly the same as today,Don’t know,Strongly disagree,Strongly disagree,Strongly agree,High school graduate,I always pay in full to keep a good credit standing.,b51b0cc712282bc8_974c89b6d4f93819_60abfdf2cdd04109_dd39c91fa3d824d5acf19a7005d227da,1,6,1678,34,off,,,,,,,,,,,treat2
2024-01-23 12:16:54,2024-01-23 12:19:24,IP Address,67.254.169.84,100,149,True,2024-01-23 12:19:25,R_1v0rrcPvQVE9roO,,,,,40.7263,-73.9818,anonymous,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,Minimum payment,,,,,,,,Very unconfident,Today,,,,,,,,,,,,,,,,,Today,In 12 months,In 12 months,,In 12 months,,,,,,,,,,,Exactly $102,Don’t know,Don’t know,Strongly disagree,Strongly disagree,Strongly disagree,Less than a high school diploma or equivalent,RATHER PAY EVERYTHING,b7572982fa2265fa_974c89b6d4f93819_60abfdf2cdd04109_b0e1e97fdfd9eb099b19f565dcd8915b,2,3,1678,34,off,,,,,,,,,,,control
2024-01-23 12:14:10,2024-01-23 12:19:42,IP Address,24.35.190.137,100,332,True,2024-01-23 12:19:43,R_17EfNDbKj1rvyTC,,,,,37.8394,-94.3594,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,Statement balance,,,,,,Very confident,Today,,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,Don’t know,Less than today,Don’t know,Disagree,Strongly disagree,Agree,Some college but no degree,How much money I had on hand in the bank to save on interest,5f5272ff9b87f511_974c89b6d4f93819_60abfdf2cdd04109_ee8b6375d5c991511e29539bae14aed0,1,5,1678,34,off,1678,1,1,1,1,1,1,1,1,1,treat1
2024-01-23 12:16:19,2024-01-23 12:20:08,IP Address,38.69.53.26,100,228,True,2024-01-23 12:20:09,R_5YkLkYP9H3i89z3,,,,,42.3588,-87.8371,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,Statement balance,,,,,,Extremely confident,Today,,,,,,,,,,,,,,,,,Today,In 12 months,In 12 months,,In 12 months,,,,,,,,,,,More than $102,Less than today,Don’t know,Disagree,Somewhat agree,Neither agree nor disagree,"Advanced degree (Master's degree, professional degree, or doctoral degree)","not getting into debt, not using a big % of the credit that I might need later on",3fc1f38503193a21_974c89b6d4f93819_60abfdf2cdd04109_fe5e1cd689035c2ea838b1e48f0e0f8c,1,12,1678,34,off,38,0,0,0,0,0,0,0,0,0,treat1
2024-01-23 12:16:25,2024-01-23 12:20:19,IP Address,99.121.33.207,100,233,True,2024-01-23 12:20:20,R_5SdUW8SM4c3yKmw,,,,,31.9505,-89.814,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,,,Statement balance,,,,Extremely confident,In 12 months,,Today,,,,,,,,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,More than $102,Exactly the same as today,False,Strongly disagree,Strongly disagree,Strongly agree,High school graduate,"I always pay the statement balance on my cards. ",49af98b6dd592512_974c89b6d4f93819_60abfdf2cdd04109_6356360c61f0cb4e6cd2d53156c354cd,2,8,1678,34,off,,,,,,,,,,,treat2
2024-01-23 12:13:08,2024-01-23 12:20:44,IP Address,50.34.130.56,100,456,True,2024-01-23 12:20:45,R_5NwZGLopyt0AJWe,,,,,48.0961,-122.2002,anonymous,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,,,,,Statement balance,,,,Extremely confident,In 12 months,,Today,,,,,,,,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Disagree,Somewhat disagree,Neither agree nor disagree,"Advanced degree (Master's degree, professional degree, or doctoral degree)",i always pay the full amount,4a9201170b0df294_974c89b6d4f93819_60abfdf2cdd04109_e57d45a3828702809657d0a0ead44682,1,6,1678,34,off,,,,,,,,,,,treat2
2024-01-23 12:15:35,2024-01-23 12:20:47,IP Address,104.185.115.129,100,311,True,2024-01-23 12:20:48,R_6oHBMrgugqfwNW2,,,,,40.5025,-86.1462,anonymous,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,,,,,,,Statement balance,,Extremely confident,Today,,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,More than $102,Less than today,False,Strongly disagree,Strongly disagree,Strongly agree,"Advanced degree (Master's degree, professional degree, or doctoral degree)",i could be dead tomorrow,1664d59067871003_974c89b6d4f93819_60abfdf2cdd04109_2c2d8aa925e037d979a444cccbfe0b06,2,8,1678,34,off,1678,0,0,0,0,0,0,0,0,0,treat3
2024-01-23 12:15:13,2024-01-23 12:21:14,IP Address,35.146.9.173,100,361,True,2024-01-23 12:21:15,R_5Rl2zgPEfsj1c7n,,,,,32.7597,-97.1019,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,"More than a month ago, but less than 6 months",,Minimum payment,,,,,,,,Neither confident nor unconfident,In 12 months,,Today,,,,,,,,Today,,,,In 12 months,In 12 months,,,,,,,,,,,,,,,,,Don’t know,Don’t know,False,Somewhat agree,Neither agree nor disagree,Agree,Bachelor's degree,I considered saving as much as possible to make my payments easier,3b0fb434c5b163b3_974c89b6d4f93819_60abfdf2cdd04109_c815efef15cb1f7b3c7b16e0ef2c6ea2,2,6,1678,34,off,,,,,,,,,,,control
2024-01-23 12:15:39,2024-01-23 12:21:29,IP Address,97.137.64.254,100,350,True,2024-01-23 12:21:30,R_5EzOMLfu4GigAuk,,,,,41.452,-81.6146,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,Statement balance,,,,,,,,Extremely confident,In 12 months,,In 12 months,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Somewhat disagree,Disagree,Strongly agree,Some college but no degree,How much I have on hand.,2dbb6ffa126a088b_974c89b6d4f93819_60abfdf2cdd04109_215a228ca9d8962ef42ef4651bd9649c,1,8,1678,34,off,,,,,,,,,,,control
2024-01-23 12:16:51,2024-01-23 12:22:59,IP Address,172.223.165.86,100,367,True,2024-01-23 12:23:00,R_3M3AMlQA6UBJFQ7,,,,,35.6096,-88.8143,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,,,,,,Statement balance,,,,Extremely confident,In 12 months,,In 12 months,Today,,,,In 12 months,,In 12 months,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Strongly disagree,Strongly disagree,Strongly agree,Bachelor's degree,Interest rates,68f10076db2ccfa2_974c89b6d4f93819_60abfdf2cdd04109_41b48f8be3836da989f666fc31574ecf,1,5,1678,34,off,,,,,,,,,,,treat2
2024-01-23 12:18:30,2024-01-23 12:23:00,IP Address,24.152.216.255,100,269,True,2024-01-23 12:23:00,R_7l5SvZZvAaliaCB,,,,,41.028,-75.978,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,,Statement balance,,,,,,,,Extremely confident,In 12 months,,In 12 months,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Strongly disagree,Strongly disagree,Strongly agree,High school graduate,,388c19f76a9d6819_974c89b6d4f93819_60abfdf2cdd04109_74fe7cd40eea63110fa47365b9980707,1,6,1678,34,off,,,,,,,,,,,control
2024-01-23 12:22:28,2024-01-23 12:23:12,IP Address,173.91.178.167,100,43,True,2024-01-23 12:23:12,R_5lSspsiCk98YDK8,,,,,41.4105,-82.359,anonymous,EN,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93ddc5c30521378f_974c89b6d4f93819_60abfdf2cdd04109_49b683d161bc748d5458bb7975a60f2f,2,10,1678,34,off,,,,,,,,,,,
2024-01-23 12:21:10,2024-01-23 12:24:09,IP Address,172.58.127.88,100,179,True,2024-01-23 12:24:10,R_7fHOCWb10EBw2RT,,,,,42.3888,-83.1895,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,,,,Statement balance,,,,,,Very confident,Today,,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,More than $102,Don’t know,Don’t know,Strongly disagree,Somewhat disagree,Agree,Some college but no degree,"I always pay in full ",4994208a3d48127c_974c89b6d4f93819_60abfdf2cdd04109_8934b63bb0c3b2a692ab212ad7f7611f,2,7,1678,34,off,1678,1,1,1,1,1,1,1,1,1,treat1
2024-01-23 12:05:45,2024-01-23 12:24:20,IP Address,69.234.90.144,100,1114,True,2024-01-23 12:24:20,R_53vxvyV0tz6F51T,,,,,38.7059,-90.3078,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,Other amount ($),100,,,,,Extremely confident,Today,,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,More than $102,Less than today,Don’t know,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Some college but no degree,HOW I WOULD NORMALLY PAY A BILL.,a7298778b287d683_974c89b6d4f93819_60abfdf2cdd04109_08470da7befee988ee2c231f5cd6262a,2,3,1678,34,off,100,2,2,0,0,0,0,0,0,0,treat1
2024-01-23 12:22:08,2024-01-23 12:25:33,IP Address,71.187.150.229,100,205,True,2024-01-23 12:25:34,R_6B6WL51AV6nEmPv,,,,,40.9033,-74.1579,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,,,,,Statement balance,,Extremely confident,Today,,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,More than $102,More than today,True,Strongly disagree,Strongly disagree,Strongly agree,High school graduate,That I would not have a balance and interest,54d5a37fa70a9cc6_974c89b6d4f93819_60abfdf2cdd04109_d2704202efa65c66a8c6db92197fdecb,2,8,1678,34,off,1678,2,2,2,2,2,2,2,2,2,treat3
2024-01-23 12:19:11,2024-01-23 12:26:29,IP Address,35.150.199.198,100,438,True,2024-01-23 12:26:30,R_7ZRqPfpjHJwJJLP,,,,,35.2539,-87.3534,anonymous,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,,,,,,,Other amount ($),500,Very confident,In 12 months,,In 12 months,Today,,,,In 12 months,,In 12 months,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,Don’t know,Disagree,Strongly disagree,Strongly agree,Some college but no degree,What I can afford,800407f6790da1c6_974c89b6d4f93819_60abfdf2cdd04109_558fd6aec972160ef7478ca5e97c5a9c,1,3,1678,34,off,487,2,2,3,1,1,1,1,1,1,treat3
2024-01-23 12:20:14,2024-01-23 12:27:34,IP Address,72.79.143.70,100,440,True,2024-01-23 12:27:35,R_1HuUNKWIqmRIvAh,,,,,41.3214,-75.8589,anonymous,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,,,,,,,Statement balance,,Extremely confident,In 12 months,,Today,,,,,,,,In 12 months,Today,,In 12 months,,,,,,,,,,,,,,,,,,,Less than $102,Less than today,Don’t know,Strongly disagree,Strongly disagree,Strongly agree,High school graduate,You end up paying so much more if you don’t pay the entire balance.,b0473cab68b904bb_974c89b6d4f93819_60abfdf2cdd04109_27cbab245377d0f3971846278106874c,2,8,1678,34,off,1678,0,0,0,0,0,0,0,0,0,treat3
2024-01-23 12:25:12,2024-01-23 12:27:58,IP Address,108.16.56.38,100,165,True,2024-01-23 12:27:58,R_5KoSF9netTgE3iH,,,,,40.2626,-75.6151,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,,,,,,Statement balance,,,,Extremely confident,Today,,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,In 12 months,In 12 months,,,,,More than $102,Less than today,False,Strongly disagree,Strongly disagree,Strongly agree,Bachelor's degree,I pay my entire credit card bill off every month because I don't spend more money than I have.,09b342cbadb1a9c9_974c89b6d4f93819_60abfdf2cdd04109_95426c62b7e7da605ddb4de1943fe891,2,4,1678,34,off,,,,,,,,,,,treat2
2024-01-23 12:24:48,2024-01-23 12:28:01,IP Address,47.47.150.58,100,193,True,2024-01-23 12:28:02,R_5r1uZhuN0mHpt02,,,,,45.7745,-108.4995,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,Statement balance,,,,,,,,Extremely confident,In 12 months,,In 12 months,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Disagree,Strongly disagree,Agree,Some college but no degree,I never carry a balance.  Interest on a credit card--16% in this example--adds up much too quickly.,d373bd75a95cd866_974c89b6d4f93819_60abfdf2cdd04109_54ccdb6691a225cdc15f849bc8cc0dfe,1,6,1678,34,off,,,,,,,,,,,control
2024-01-23 12:23:20,2024-01-23 12:28:36,IP Address,47.17.185.38,100,315,True,2024-01-23 12:28:36,R_5Eh4ZVOTTIIo6Qi,,,,,40.6462,-73.9559,anonymous,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,Statement balance,,,,,,,,Extremely confident,In 12 months,,In 12 months,Today,,,,In 12 months,,Today,,,,,,,,,,,,,,,,,,,,,,,Exactly $102,Less than today,False,Disagree,Strongly disagree,Agree,"Advanced degree (Master's degree, professional degree, or doctoral degree)",how long my money would be tied up or if i needed it,6a98d8fbd3271dcf_974c89b6d4f93819_60abfdf2cdd04109_7d8314ee10ae65a6e019813586b229d3,2,9,1678,34,off,,,,,,,,,,,control
2024-01-23 12:24:45,2024-01-23 12:29:10,IP Address,68.134.139.173,100,264,True,2024-01-23 12:29:10,R_5hgywlnctwRgM9V,,,,,39.4234,-76.7762,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,,,,Statement balance,,,,,,Extremely confident,In 12 months,,In 12 months,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Strongly disagree,Strongly disagree,Strongly agree,Some college but no degree,I alway pay in full to avoid late fees and finance charges,697ca568ad709ca9_974c89b6d4f93819_60abfdf2cdd04109_106de8750108a90f8a09b710b391bb9f,2,4,1678,34,off,58,0,0,0,0,0,0,0,0,0,treat1
2024-01-23 12:26:14,2024-01-23 12:29:30,IP Address,108.16.239.93,100,195,True,2024-01-23 12:29:31,R_1KdQohkw8ASgkZb,,,,,40.1435,-75.3779,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,,,,,,,,Statement balance,,Extremely confident,Today,,,,,,,,,,,,,,,,,Today,In 12 months,In 12 months,,In 12 months,,,,,,,,,,,More than $102,Less than today,Don’t know,Strongly disagree,Strongly disagree,Strongly agree,"Advanced degree (Master's degree, professional degree, or doctoral degree)","I always pay the full amount owed, so there’s no interest accrued ",7d6f4b2fd92ad4d1_974c89b6d4f93819_60abfdf2cdd04109_b464ce834665eaef29f128f8032db844,2,8,1678,34,off,1678,0,0,0,0,0,0,0,0,0,treat3
2024-01-23 12:05:03,2024-01-23 12:29:54,IP Address,45.25.93.61,100,1490,True,2024-01-23 12:29:54,R_72tTqv7jNcty7Kx,,,,,30.9459,-83.2496,anonymous,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,,,,,Statement balance,,,,Very confident,In 12 months,,In 12 months,Today,,,,In 12 months,,In 12 months,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,Don’t know,Disagree,Somewhat agree,Strongly agree,"Advanced degree (Master's degree, professional degree, or doctoral degree)",I don't like having debt - if I have the money I pay off my credit card every  month,b9752caf36399c6b_974c89b6d4f93819_60abfdf2cdd04109_8464299b2552d8ce4b157ab266f9c884,2,3,1678,34,off,,,,,,,,,,,treat2
2024-01-23 12:26:57,2024-01-23 12:30:54,IP Address,104.28.32.219,100,237,True,2024-01-23 12:30:55,R_6SJyH4bRm9c1eI9,,,,,35.8437,-86.3881,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,,,,,Other amount ($),250,Unconfident,In 12 months,,Don't know / Refuse to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,Don’t know,Disagree,Disagree,Somewhat agree,Some college but no degree,,ab14452aa0d237bb_974c89b6d4f93819_60abfdf2cdd04109_0369888ff5d2f7b86ee3899cb582d976,2,10,1678,34,off,767,0,0,0,2,1,1,1,1,1,treat3
2024-01-23 12:24:32,2024-01-23 12:30:55,IP Address,98.240.160.45,100,383,True,2024-01-23 12:30:55,R_6uClhqVsQQswsZb,,,,,45.1665,-93.3215,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,,,,,Statement balance,,Extremely confident,In 12 months,,In 12 months,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Disagree,Disagree,Agree,"Advanced degree (Master's degree, professional degree, or doctoral degree)",Ialways pay the entire balance simply because the inyrtrst rates are way too high to not pay.,5b6919cdd192d645_974c89b6d4f93819_60abfdf2cdd04109_93b0080f7869ae1fc775e678b6ff78f7,1,10,1678,34,off,1678,0,0,0,0,0,0,0,0,0,treat3
2024-01-23 12:28:08,2024-01-23 12:31:36,IP Address,66.24.39.174,100,208,True,2024-01-23 12:31:37,R_3LXVcz5PaRVP2Rq,,,,,42.1471,-75.8816,anonymous,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,Other amount ($),200,,,,,,,Confident,Today,,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,In 12 months,In 12 months,,,,,More than $102,Exactly the same as today,Don’t know,Disagree,Disagree,Somewhat agree,Some college but no degree,"I would pay more than the payment due, but not the entire balance,I would bring it down and eventually pay itoff",804dff1b701caa65_974c89b6d4f93819_60abfdf2cdd04109_6afd3ce3593b87ab702c0cbf1520f1fb,2,6,1678,34,off,,,,,,,,,,,control
2024-01-23 12:27:53,2024-01-23 12:32:31,IP Address,24.47.94.201,100,278,True,2024-01-23 12:32:32,R_1MAlTigfCMG2IrH,,,,,40.6785,-73.4948,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,"More than a month ago, but less than 6 months",,,,Statement balance,,,,,,Extremely confident,Today,,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,More than $102,Less than today,False,Strongly disagree,Strongly disagree,Strongly agree,High school graduate,"I would be saving money by paying the balance ",b58877b0d4c712cf_974c89b6d4f93819_60abfdf2cdd04109_cc5da7cf331e157f3071868706cbc6d1,2,10,1678,34,off,58,0,0,0,0,0,0,0,0,0,treat1
2024-01-23 12:30:08,2024-01-23 12:35:07,IP Address,69.14.181.33,100,299,True,2024-01-23 12:35:08,R_6gUH12Z1dz9tZyg,,,,,42.4933,-83.135,anonymous,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,,,,,Statement balance,,,,Very unconfident,In 12 months,,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,Don’t know,Disagree,Disagree,Agree,Some college but no degree,"If I can’t afford to pay the balance off I will pay the most that I can afford. 
I would only charge that amount if I couldn’t pay any other way. ",c5f67124bd07839b_974c89b6d4f93819_60abfdf2cdd04109_a5d9387a040dd1801e26feb27fce12c3,2,8,1678,34,off,,,,,,,,,,,treat2
2024-01-23 12:31:14,2024-01-23 12:35:58,IP Address,24.140.68.31,100,284,True,2024-01-23 12:35:59,R_5Pc2LlfTlj6qQ4Z,,,,,40.8142,-81.9387,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,,,,,,Other amount ($),50.00,,,Confident,Today,,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,More than $102,Exactly the same as today,Don’t know,Strongly disagree,Strongly disagree,Somewhat agree,High school graduate,What I can afford in the long run,69d7d47843f121d9_974c89b6d4f93819_60abfdf2cdd04109_346e3351aa7e1c858a32e784292931cf,2,3,1678,34,off,,,,,,,,,,,treat2
2024-01-23 12:31:03,2024-01-23 12:36:26,IP Address,172.58.56.235,100,323,True,2024-01-23 12:36:27,R_5k1c8upRfOlwLeP,,,,,39.7351,-105.0269,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,,,Other amount ($),400,,,Extremely confident,Today,,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,More than $102,Less than today,False,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Some college but no degree,I didn't have enough to pay the full balance and I didn't want to pay off over 12 months.,52cb5cb7858b1b7d_974c89b6d4f93819_60abfdf2cdd04109_37eb6d05a89341bba3e8277bf36dc42a,1,3,1678,34,off,,,,,,,,,,,treat2
2024-01-23 12:34:02,2024-01-23 12:36:54,IP Address,70.19.94.30,100,171,True,2024-01-23 12:36:55,R_5r9miGRTamn0gY9,,,,,41.1482,-73.9394,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,,,,,Statement balance,,Extremely confident,In 12 months,,Today,,,,,,,,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Disagree,Strongly disagree,Strongly agree,Bachelor's degree,I always pay my credit cards in full every month.,cb77a09119dd537a_974c89b6d4f93819_60abfdf2cdd04109_307f58816168d0d7dfe98b4f28d21f7b,2,9,1678,34,off,1678,0,0,0,0,0,0,0,0,2,treat3
2024-01-23 12:32:18,2024-01-23 12:37:17,IP Address,69.243.65.247,100,298,True,2024-01-23 12:37:17,R_5OTEYNTVnqYc9XD,,,,,39.372,-78.0231,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,,,,,,,,Other amount ($),100.00,Neither confident nor unconfident,In 12 months,,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,More than $102,More than today,Don’t know,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,High school graduate,"Just guessed ",41cd5767d0484c8f_974c89b6d4f93819_60abfdf2cdd04109_abe38198ebfa7d6bd0a917c45485060e,2,6,1678,34,off,1678,0,0,0,0,0,0,0,0,0,treat3
2024-01-23 12:33:07,2024-01-23 12:37:58,IP Address,24.251.105.240,100,291,True,2024-01-23 12:37:59,R_5PiDnuNl32fxJf2,,,,,33.5141,-112.1235,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,Minimum payment,,,,,,,,Neither confident nor unconfident,Today,,,,,,,,,,,,,,,,,Today,In 12 months,Today,Today,,,,,,,,,,,,Exactly $102,Less than today,Don’t know,Somewhat disagree,Agree,Somewhat agree,High school graduate,How much money I have to pay all my bills not just one credit card,b4b3d9fb1da9fc56_974c89b6d4f93819_60abfdf2cdd04109_6f1301d89eacda7c2a67d8fe76b41079,2,2,1678,34,off,,,,,,,,,,,control
