"Progress","Duration..in.seconds.","Finished","UserLanguage","I2_1","I2_2","E3","E4","Cnos","Cnos_3_TEXT","Calto.","Calto._3_TEXT","Cbajo","Cbajo_3_TEXT","Tnos.","Tnos._3_TEXT","Talto.","Talto._3_TEXT","Tbajo","Tbajo_3_TEXT","P0_time_First.Click","P0_time_Last.Click","P0_time_Page.Submit","P0_time_Click.Count","Cnos_deu_fac.","Cnos_deu_fac._4_TEXT","Cdeu_fac.","Cdeu_fac._4_TEXT","Tnos_deu_fac.","Tnos_deu_fac._4_TEXT","Tdeu_fac.","Tdeu_fac._4_TEXT","Cnos_deu.","Cnos_deu._4_TEXT","Calto_deu","Calto_deu_4_TEXT","Cbajo_deu.","Cbajo_deu._4_TEXT","Tnos_deu.","Tnos_deu._4_TEXT","Talto_deu","Talto_deu_4_TEXT","Tbajo_deu.","Tbajo_deu._4_TEXT","Cnos_deu_min.","Cnos_deu_min._4_TEXT","Calto_deu_min","Calto_deu_min_4_TEXT","Cbajo_deu_min.","Cbajo_deu_min._4_TEXT","Tnos_deu_min.","Tnos_deu_min._4_TEXT","Talto_deu_min","Talto_deu_min_4_TEXT","Tbajo_deu_min.","Tbajo_deu_min._4_TEXT","Cnos_deu.min.","Cnos_deu.min._4_TEXT","Calto_deu.min","Calto_deu.min_4_TEXT","Cbajo_deu.min.","Cbajo_deu.min._4_TEXT","Tnos_deu.min.","Tnos_deu.min._4_TEXT","Talto_deu.min.","Talto_deu.min._4_TEXT","Tbajo_deu.min.","Tbajo_deu.min._4_TEXT","Cnos_int_fac.","Cnos_int_fac._4_TEXT","Cint_fac.","Cint_fac._4_TEXT","Tnos_int_fac.","Tnos_int_fac._4_TEXT","Tint_fac.","Tint_fac._4_TEXT","Cnos_int.","Cnos_int._20_TEXT","Calto_int","Calto_int_20_TEXT","Cbajo_int.","Cbajo_int._20_TEXT","Tnos_int.","Tnos_int._20_TEXT","Talto_int","Talto_int_20_TEXT","Tbajo_int.","Tbajo_int._20_TEXT","Cnos_int_min.","Cnos_int_min._4_TEXT","Calto_int_min","Calto_int_min_4_TEXT","Cbajo_int_min.","Cbajo_int_min._4_TEXT","Tnos_int_min.","Tnos_int_min._4_TEXT","Talto_int_min","Talto_int_min_4_TEXT","Tbajo_int_min.","Tbajo_int_min._4_TEXT","Cnos_int.min.","Cnos_int.min._4_TEXT","Calto_int.min","Calto_int.min_4_TEXT","Cbajo_int.min.","Cbajo_int.min._4_TEXT","Tnos_int.min.","Tnos_int.min._4_TEXT","Talto_int.min.","Talto_int.min._4_TEXT","Tbajo_int.min.","Tbajo_int.min._4_TEXT","P1_time._First.Click","P1_time._Last.Click","P1_time._Page.Submit","P1_time._Click.Count","TC1._1","TC1._2","TC1._3","TC1._4","TC1._5","TC1._6","TC2.","TC2._8_TEXT","LF1.","LF2.","LF3.","PS1._1","PS1._2","DS1.","C1.","C1._10_TEXT","C2.","C3.","PA1","ticket","treat","fac","min","saldo","s","g","int","deuda","int2","deuda2","pago"
"100","1139","True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace más de 6 meses, pero menos de un año",NA,NA,NA,NA,"Pago mínimo",NA,NA,NA,NA,NA,NA,NA,"27.614","55.105","57.902","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:",137000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.922","137.283","150.405","17","Siempre5","A veces3","Nunca1","Nunca1","Nunca1","Nunca1","De forma presencial",NA,"Verdadero","No estoy seguro/a","$ 12.000","Mucho
7
","2","Compra en la tienda que está más lejos","Empleado/a",NA,"De $250.000 a $500.000","Educación básica completa","Que las tarjetas y los creditos son  un mal necesaruo","2983adaf2c4d246d_194fcf79a1c3965a_044bf447a47bf724_e3fa568a6438759a6abe30e48c189165","Cdeu",282026,42304,"211520","1","6","9194","291220","39173","321199","0"
"100","685","True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace menos de un mes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.
","200000","7.629","38.901","48.035","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pago mínimo
Al pagar el mínimo, pagarás intereses adicionales pero evitarás gastos de cobranza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.257","55.824","57.834","18","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","No estoy seguro/a","$ 1.000","3","Mucho
7
","Compra en la tienda","Empleado/a",NA,"De $250.000 a $500.000","Título universitario o técnico","La cantidad disponible en la cuenta corriente, no suelo gastar más de lo que puedo pagar ","1a3f4b845a6482a5_194fcf79a1c3965a_044bf447a47bf724_af7b7692ac79f59d1ec92150371cbb1a","Tdeu",282026,42304,"211520","2","6","2674","84700","29393","111419","200000"
"100","919","True","ES","Sí","Sí","Usé 3 o más tarjetas de crédito","Hace menos de un mes",NA,NA,NA,NA,"Otro monto:","182026",NA,NA,NA,NA,NA,NA,"16.91","98.465","99.716","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:",211520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.601","31.84","35.619","9","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Casi nunca2","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"No estoy seguro/a","No estoy seguro/a","No estoy seguro","Mucho
7
","Nada
1
","Compra en la tienda que está más lejos","Empleado/a",NA,"De $500.001 a $1.000.000","Título universitario o técnico",NA,"a4929588ab947dbb_194fcf79a1c3965a_044bf447a47bf724_51a074dafd39e85119c538f37c73ad42","Cdeu",282026,42304,"211520","2","4","3260","103260","30272","130272","182026"
"100","248","True","ES","Sí","Sí","Usé 3 o más tarjetas de crédito","Hace menos de un mes",NA,NA,NA,NA,NA,NA,"
Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.

",NA,NA,NA,NA,NA,"5.49","5.49","9.906","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.462","8.897","9.888","4","Casi siempre4","Siempre5","A veces3","Nunca1","A veces3","A veces3","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","Valdrían lo mismo","$ 1.000","Mucho
7
","3","Compra en la tienda que está más lejos","Empleado/a",NA,"De $500.001 a $1.000.000","Título universitario o técnico","Penalizaciones","2b0bbd9aa7f26f45_194fcf79a1c3965a_044bf447a47bf724_f7e9b51c33cff3ab19a0fec53f7e270b","Tint",282026,42304,"1000000","1","3","9194","291220","39173","321199","0"
"100","311","True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace menos de un mes",NA,NA,NA,NA,NA,NA,"
Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.

",NA,NA,NA,NA,NA,"4.74","13.085","13.515","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pago mínimo
Al pagar el mínimo, pagarás intereses adicionales pero evitarás gastos de cobranza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.062","6.048","7.87","5","Casi nunca2","Casi siempre4","Casi siempre4","Casi siempre4","A veces3","A veces3","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"No estoy seguro/a","$120.000 recibidos en dos años más (a partir de hoy)","$ 12.000","5","5","Compra en la tienda","Empleado/a",NA,"Menos de $250.000","Título universitario o técnico","La cantidad de cuotas y el interés ","dc046cd2ab75b4c6_194fcf79a1c3965a_044bf447a47bf724_3f5f9a009733d68e098865c685536ac8","Tint",282026,42304,"1000000","2","6","9194","291220","39173","321199","0"
"100","721","True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace menos de un mes","Total a pagar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.796","5.796","9.287","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total a pagar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.606","5.556","6.263","2","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","No estoy seguro/a","$ 1.000","Nada
1
","Mucho
7
","Compra en la tienda que está más lejos","Empleado/a",NA,"De $500.001 a $1.000.000","Título universitario o técnico","Que nunca gasto el dinero que no puedo pagar, por lo que siempre pago el total","d36f7b9636f514a9_194fcf79a1c3965a_9c23cd53b4b3ff38_e70fce95911a897eca6fb9819194f1e2","Cint",282026,42304,"1000000","2","6","9194","291220","39173","321199","0"
"100","285","True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace menos de un mes",NA,NA,NA,NA,"Otro monto:","211520",NA,NA,NA,NA,NA,NA,"12.7","20.192","20.695","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:",211520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.135","12.927","13.558","4","Casi siempre4","Casi nunca2","Nunca1","Nunca1","Nunca1","Casi nunca2","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","No estoy seguro","2","6","Compra en la tienda","Empleado/a",NA,"De $500.001 a $1.000.000","Título universitario o técnico","Pagar lo mas posible para no generar intereses, pero no sobregirando","917f8c1d013956f2_194fcf79a1c3965a_044bf447a47bf724_730f1a4a958e3731f041ea43a47a593e","Cdeu",282026,42304,"211520","1","5","2298","72804","28830","99336","211520"
"100","348","True","ES","Sí","Sí","Usé 3 o más tarjetas de crédito","Hace más de un mes, pero menos de 6 meses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.
","100000","19.137","24.969","25.917","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.",1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.618","9.618","11.414","1","Casi nunca2","Siempre5","A veces3","Nunca1","Nunca1","Casi nunca2","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"No estoy seguro/a","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 12.000","2","3","Compra en la tienda que está más lejos","Empleado/a",NA,"De $500.001 a $1.000.000","Título universitario o técnico","disponibilidad de dinero","f6d4a2db4a2a62cb_194fcf79a1c3965a_044bf447a47bf724_709d44f8ae4559159e8b3bad0d64cb47","Tint",282026,42304,"211520","1","4","5934","187960","34283","216309","100000"
"100","459","True","ES","Sí","Sí","Usé 3 o más tarjetas de crédito","Hace menos de un mes",NA,NA,NA,NA,NA,NA,"Pago mínimo
Al pagar el mínimo, pagarás intereses adicionales pero evitarás gastos de cobranza.",NA,NA,NA,NA,NA,"21.368","54.587","57.069","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.99","28.09","29.332","10","Casi siempre4","A veces3","Siempre5","Nunca1","Nunca1","A veces3","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"No estoy seguro/a","No estoy seguro/a","No estoy seguro","Mucho
7
","Nada
1
","Compra en la tienda que está más lejos","Empleado/a",NA,"De $250.000 a $500.000","Educación media completa","Más que la cantidad lo que conviene pagar. ","ad8a9cb3a7551320_194fcf79a1c3965a_044bf447a47bf724_5efb0f55865aaf3077b70bd46cb10723","Tdeu",282026,42304,"1000000","1","5","9194","291220","39173","321199","0"
"100","595","True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace más de un mes, pero menos de 6 meses",NA,NA,NA,NA,"Otro monto:","211000",NA,NA,NA,NA,NA,NA,"2.902","14.419","20.936","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:",211000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.055","32.688","33.876","8","Casi nunca2","A veces3","Casi nunca2","Nunca1","Casi nunca2","A veces3","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 12.000","Nada
1
","Mucho
7
","Compra en la tienda","Dedicado/a a labores del hogar",NA,"Menos de $250.000","Educación media completa","Tratando de pagar el monto más alto posible tengo la posibilidad que si lo necesito también tengo más cupo en caso de querer ocupar la tarjeta ","d5768098979d1b80_194fcf79a1c3965a_044bf447a47bf724_63172bd66fa5f08473e2eba44f18ff53","Cdeu",282026,42304,"211520","2","7","2315","73341","28856","99882","211000"
"100","524","True","ES","Sí","Sí","Usé 3 o más tarjetas de crédito","Hace menos de un mes","Total a pagar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.422","25.015","34.931","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total a pagar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.14","8.031","9.093","2","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Casi nunca2","De forma automática pagando el monto total",NA,"Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 2.000","Nada
1
","Mucho
7
","Compra en la tienda","Trabajador/a independiente",NA,"Más de $3.000.000","Título universitario o técnico","Mi bancarización ","45faa05c02c3d3f1_194fcf79a1c3965a_bbd4792453d0a6cd_3c4c1c8890d0cadd845cdf141354d65f","Cint",282026,42304,"1000000","1","5","9194","291220","39173","321199","0"
"100","64","True","ES","Sí","Sí","No tengo o no he usado tarjeta de crédito","Hace más de un año",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86a75915a7f024f4_194fcf79a1c3965a_cd8c9f33f08fb7c8_cc11190bd8a153f7de0408ee23d90bf0",NA,NA,NA,NA,"1","5",NA,NA,NA,NA,NA
"100","343","True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace menos de un mes",NA,NA,NA,NA,"Otro monto:","120000",NA,NA,NA,NA,NA,NA,"9.501","21.322","21.775","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:",120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.674","13.231","18.498","5","Casi siempre4","A veces3","Casi nunca2","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 12.000","Nada
1
","5","Compra en la tienda que está más lejos","Empleado/a",NA,"De $500.001 a $1.000.000","Título universitario o técnico","Pagar lo más que pueda y tratar de tener dinero en mi cuenta para el otro mes sea menor la cuota","6c50b59428821808_194fcf79a1c3965a_044bf447a47bf724_9a9ddac34734c040e2c6143884e6d09b","Cint",282026,42304,"211520","1","5","5282","167308","33305","195331","120000"
"100","381","True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace menos de un mes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.
","200000","15.435","33.696","34.892","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.",2e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","20.431","0","Siempre5","Casi nunca2","Casi nunca2","Nunca1","Nunca1","Nunca1","De forma automática pagando el monto total",NA,"Falso","Valdrían lo mismo","$ 12.000","6","3","Compra en la tienda que está más lejos","Empleado/a",NA,"De $1.000.001 a $1.500.000","Título universitario o técnico","minimizar la deuda
","0bc8823cd39ddb3d_194fcf79a1c3965a_044bf447a47bf724_270ef0ba3c498ed6cf09f8ff0344144e","Tdeu",282026,42304,"211520","2","4","2674","84700","29393","111419","200000"
"100","1594","True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace más de un mes, pero menos de 6 meses","Total a pagar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.86","10.911","13.843","2","Total a pagar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.955","32.315","34.146","5","Casi siempre4","Casi siempre4","Nunca1","Nunca1","Nunca1","A veces3","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 1.000","Nada
1
","Mucho
7
","Compra en la tienda","Empleado/a",NA,"De $500.001 a $1.000.000","Algún estudio universitario o técnico (incompleto)","Lo más simple y fácil para decidir","84f537747c64dbaf_194fcf79a1c3965a_044bf447a47bf724_736099a8bc422bd2743aaef8ad220aa3","Cdeu",282026,42304,"1000000","1","6","9194","291220","39173","321199","0"
"100","477","True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace más de un mes, pero menos de 6 meses",NA,NA,NA,NA,NA,NA,"
Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.

",NA,NA,NA,NA,NA,"7.508","7.508","12.298","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","13.784","0","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","Valdrían lo mismo","$ 12.000","5","6","Compra en la tienda","Empleado/a",NA,"De $1.000.001 a $1.500.000","Título universitario o técnico","en mis gastos mensuales siempre considero el monto total de la deuda y está destinado a eso para evitar acumular deuda y luego sea más difícil pagar","8b4fdfa1753a8347_194fcf79a1c3965a_044bf447a47bf724_3f500caa99b20b52371f5f2a0592a772","Tint",282026,42304,"1000000","2","3","9194","291220","39173","321199","0"
"100","526","True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace menos de un mes",NA,NA,NA,NA,NA,NA,"
Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.

",NA,NA,NA,NA,NA,"12","16.376","17.302","4",NA,NA,NA,NA,"Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.182","9.759","10.566","6","Casi siempre4","Nunca1","Casi nunca2","Nunca1","Nunca1","Casi nunca2","De forma digital (aplicación o página Web) de su banco o casa comercial",NA,"Falso","Valdrían lo mismo","$ 2.000","Nada
1
","Mucho
7
","Compra en la tienda","Empleado/a",NA,"De $500.001 a $1.000.000","Título universitario o técnico","Evitar intereses rotatorios","bafcc8fb5b834048_194fcf79a1c3965a_044bf447a47bf724_4cab7694bc080b0471fbdc2e09995418","Tdeu",282026,42304,"1000000","2","6","9194","291220","39173","321199","0"
